Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;
bad;;SEVERE;B1;adjective;describing things;Details;
blank;;EMPTY;B1;adjective;describing things;Details;
bold;;EASY TO NOTICE;B1;adjective;describing things;Details;
brand new;;;B1;adjective;describing things;Details;
brilliant;;VERY BRIGHT;B1;adjective;describing things;Details;
broad;;WIDE;B1;adjective;describing things;Details;
clever;;EFFECTIVE;B1;adjective;describing things;Details;
deep;;COLOUR;B1;adjective;describing things;Details;
equal;;SAME AMOUNT/NUMBER, ETC.;B1;adjective;describing things;Details;
exact;;;B1;adjective;describing things;Details;
extraordinary;;;B1;adjective;describing things;Details;
????;;NOT CORRECT;B1;adjective;describing things;Details;
front;;;B1;adjective;describing things;Details;
gentle;;NOT STRONG;B1;adjective;describing things;Details;
giant;;;B1;adjective;describing things;Details;
heavy;;A LOT;B1;adjective;describing things;Details;
high;;ABOVE GROUND;B1;adjective;describing things;Details;
huge;;;B1;adjective;describing things;Details;
individual;;SINGLE;B1;adjective;describing things;Details;
last;;REMAINING;B1;adjective;describing things;Details;
low;;NOT HIGH;B1;adjective;describing things;Details;
magnificent;;;B1;adjective;describing things;Details;
main;;MOST IMPORTANT;B1;adjective;describing things;Details;
medium;;;B1;adjective;describing things;Details;
minimum;;;B1;adjective;describing things;Details;
narrow;;NOT WIDE;B1;adjective;describing things;Details;
nasty;;BAD;B1;adjective;describing things;Details;
navy blue;;;B1;adjective;describing things;Details;
near;;DISTANCE;B1;adjective;describing things;Details;
nearby;;;B1;adjective;describing things;Details;
outdoor;;;B1;adjective;describing things;Details;
regular;;SIZE;B1;adjective;describing things;Details;
rough;;NOT SMOOTH;B1;adjective;describing things;Details;
sharp;;ABLE TO CUT;B1;adjective;describing things;Details;
smooth;;REGULAR SURFACE;B1;adjective;describing things;Details;
apart;;SEPARATE;B1;adverb;describing things;Details;
around;;IN A CIRCLE/CIRCULAR MOVEMENT;B1;adverb;describing things;Details;
away;;INTO PLACE;B1;adverb;describing things;Details;
behind;;BACK;B1;adverb;describing things;Details;
below;;LESS;B1;adverb;describing things;Details;
indoors;;;B1;adverb;describing things;Details;
least;;LESS;B1;adverb;describing things;Details;
more;;GREATER NUMBER OF TIMES;B1;adverb;describing things;Details;
much;;OFTEN/ A LOT;B1;adverb;describing things;Details;
percent;;;B1;adverb;describing things;Details;
round;;CIRCULAR MOVEMENT;B1;adverb;describing things;Details;
elementary;;;B1;adjective;education;Details;
secondary;;;B1;adjective;education;Details;
bitter;;TASTE;B1;adjective;food and drink;Details;
hot;;SPICY;B1;adjective;food and drink;Details;
raw;;NOT COOKED;B1;adjective;food and drink;Details;
ingredient;;FOOD;B1;noun;food and drink;Details;
downstairs;;;B1;adjective;homes and buildings;Details;
first-floor;;;B1;adjective;homes and buildings;Details;
owe;;MONEY;B1;verb;money;Details;
calm;;SEA/WEATHER;B1;adjective;natural world;Details;
cool;;SLIGHTLY COLD;B1;adjective;natural world;Details;
green;;GRASS;B1;adjective;natural world;Details;
humid;;;B1;adjective;natural world;Details;
mild;;WEATHER;B1;adjective;natural world;Details;
the seaside;;;B1;noun;natural world;Details;
choice;;RIGHT;B1;noun;people: actions;Details;
elderly;;;B1;adjective;people: appearance;Details;
handsome;;ATTRACTIVE;B1;adjective;people: appearance;Details;
afraid;;WORRIED;B1;adjective;people: personality;Details;
brave;;;B1;adjective;people: personality;Details;
certain;;NO DOUBT;B1;adjective;people: personality;Details;
cold;;UNFRIENDLY;B1;adjective;people: personality;Details;
cruel;;;B1;adjective;people: personality;Details;
difficult;;NOT FRIENDLY;B1;adjective;people: personality;Details;
good;;MORALLY RIGHT;B1;adjective;people: personality;Details;
honest;;TRUTH;B1;adjective;people: personality;Details;
keen;;INTERESTED;B1;adjective;people: personality;Details;
miserable;;UNHAPPY;B1;adjective;people: personality;Details;
new;;NOT FAMILIAR;B1;adjective;people: personality;Details;
positive;;HAPPY;B1;adjective;people: personality;Details;
proud;;PLEASED;B1;adjective;people: personality;Details;
shy;;;B1;adjective;people: personality;Details;
silly;;LITTLE THOUGHT;B1;adjective;people: personality;Details;
smart;;CLEVER;B1;adjective;people: personality;Details;
knowledge;;UNDERSTANDING;B1;noun;people: personality;Details;
public;;GOVERNMENT;B1;adjective;politics;Details;
party;;POLITICS;B1;noun;politics;Details;
gay;;;B1;adjective;relationships;Details;
family;;CHILDREN;B1;noun;relationships;Details;
shut;;NOT SERVING;B1;adjective;shopping;Details;
out;;AVAILABLE;B1;adverb;shopping;Details;
club;;TEAM;B1;noun;shopping;Details;
hand-held;;;B1;adjective;technology;Details;
abroad;;;B1;adverb;travel;Details;
on;;MOVEMENT/POSITION;B1;adverb;travel;Details;
full-time;;;B1;adjective;work;Details;
part-time;;;B1;adverb;work;Details;
promote;;JOB;B1;verb;work;Details;
impossible;;CANNOT HAPPEN;B1;adjective;;Details;
inexpensive;;;B1;adjective;;Details;
internationally;;;B1;adverb;;Details;
intermediate;;;B1;adjective;;Details;
fashionable;;;B1;adjective;;Details;
annual;;;B1;adjective;;Details;
central;;NEAR CENTRE;B1;adjective;;Details;
essential;;NECESSARY;B1;adjective;;Details;
historical;;;B1;adjective;;Details;
natural;;NOT ARTIFICIAL;B1;adjective;;Details;
original;;FIRST MADE;B1;adjective;;Details;
personal;;RELATING TO A PERSON;B1;adjective;;Details;
principal;;;B1;adjective;;Details;
important;;POWERFUL;B1;adjective;;Details;
complicated;;;B1;adjective;;Details;
depressed;;UNHAPPY;B1;adjective;;Details;
dressed;;PARTICULAR CLOTHES;B1;adjective;;Details;
prepared;;READY;B1;adjective;;Details;
qualified;;PASSED EXAMS;B1;adjective;;Details;
convenient;;EASY/SUITABLE;B1;adjective;;Details;
efficient;;;B1;adjective;;Details;
independent;;NOT HELPED;B1;adjective;;Details;
further;;DISTANCE;B1;adverb;;Details;
possible;;NOT CERTAIN;B1;adjective;;Details;
historic;;;B1;adjective;;Details;
realistic;;SEEMING REAL;B1;adjective;;Details;
burning;;ON FIRE;B1;adjective;;Details;
challenging;;;B1;adjective;;Details;
missing;;NOT INCLUDED;B1;adjective;;Details;
condition;;STATE;B1;noun;;Details;
active;;BUSY;B1;adjective;;Details;
possessive;;GRAMMAR;B1;adjective;;Details;
likely;;;B1;adjective;;Details;
monthly;;;B1;adjective;;Details;
accurately;;;B1;adverb;;Details;
briefly;;;B1;adverb;;Details;
correctly;;;B1;adverb;;Details;
definitely;;;B1;adverb;;Details;
differently;;;B1;adverb;;Details;
directly;;NOTHING BETWEEN;B1;adverb;;Details;
frequently;;;B1;adverb;;Details;
lately;;;B1;adverb;;Details;
lightly;;GENTLY;B1;adverb;;Details;
loudly;;;B1;adverb;;Details;
mostly;;;B1;adverb;;Details;
normally;;USUALLY;B1;adverb;;Details;
obviously;;;B1;adverb;;Details;
perfectly;;WITHOUT FAULT;B1;adverb;;Details;
pleasantly;;;B1;adverb;;Details;
previously;;;B1;adverb;;Details;
properly;;;B1;adverb;;Details;
quietly;;WITHOUT NOISE;B1;adverb;;Details;
rarely;;;B1;adverb;;Details;
really;;FACT;B1;adverb;;Details;
recently;;;B1;adverb;;Details;
regularly;;OFTEN;B1;adverb;;Details;
secretly;;;B1;adverb;;Details;
seriously;;BADLY;B1;adverb;;Details;
delicious;;;B1;adjective;;Details;
obvious;;;B1;adjective;;Details;
previous;;;B1;adjective;;Details;
dusty;;;B1;adjective;;Details;
funny;;STRANGE;B1;adjective;;Details;
juicy;;WITH JUICE;B1;adjective;;Details;
lucky;;GIVING LUCK;B1;adjective;;Details;
messy;;;B1;adjective;;Details;
shiny;;;B1;adjective;;Details;
sleepy;;TIRED;B1;adjective;;Details;
absent;;;B1;adjective;;Details;
alike;;;B1;adjective;;Details;
all right;;GOOD ENOUGH;B1;adjective;;Details;
alright;;GOOD ENOUGH;B1;adjective;;Details;
bald;;;B1;adjective;;Details;
bright;;LIGHT;B1;adjective;;Details;
common;;USUAL;B1;adjective;;Details;
correct;;SUITABLE;B1;adjective;;Details;
cosy;;;B1;adjective;;Details;
due;;EXPECTED;B1;adjective;;Details;
dull;;BORING;B1;adjective;;Details;
duty-free;;;B1;adjective;;Details;
early;;BEFORE;B1;adjective;;Details;
eastern;;EAST PART;B1;adjective;;Details;
face-to-face;;;B1;adjective;;Details;
familiar;;EASY TO RECOGNIZE;B1;adjective;;Details;
female;;;B1;adjective;;Details;
forbidden;;;B1;adjective;;Details;
former;;;B1;adjective;;Details;
frequent;;;B1;adjective;;Details;
fresh;;DIFFERENT;B1;adjective;;Details;
full;;GREATEST POSSIBLE;B1;adjective;;Details;
future;;;B1;adjective;;Details;
general;;NOT DETAILED;B1;adjective;;Details;
gorgeous;;;B1;adjective;;Details;
hard;;USING EFFORT;B1;adjective;;Details;
hidden;;NOT EASY TO FIND;B1;adjective;;Details;
incorrect;;;B1;adjective;;Details;
little;;NOT IMPORTANT;B1;adjective;;Details;
local;;;B1;adjective;;Details;
loose;;CLOTHES;B1;adjective;;Details;
lost;;OBJECT;B1;adjective;;Details;
magic;;SPECIAL POWERS;B1;adjective;;Details;
male;;;B1;adjective;;Details;
modern;;NOW;B1;adjective;;Details;
neat;;TIDY;B1;adjective;;Details;
necessary;;;B1;adjective;;Details;
next-door;;;B1;adjective;;Details;
northern;;;B1;adjective;;Details;
ordinary;;NOT SPECIAL;B1;adjective;;Details;
out-of-date;;;B1;adjective;;Details;
overnight;;FOR THE NIGHT;B1;adjective;;Details;
passive;;GRAMMAR;B1;adjective;;Details;
past;;BEFORE NOW;B1;adjective;;Details;
perfect;;SUITABLE;B1;adjective;;Details;
permanent;;;B1;adjective;;Details;
plain;;SIMPLE;B1;adjective;;Details;
present;;;B1;adjective;;Details;
private;;NOT EVERYONE;B1;adjective;;Details;
proper;;CORRECT;B1;adjective;;Details;
pure;;NOT MIXED;B1;adjective;;Details;
quiet;;NOT TALKING MUCH;B1;adjective;;Details;
rare;;UNUSUAL;B1;adjective;;Details;
real;;??????;B1;adjective;;Details;
recent;;;B1;adjective;;Details;
right;;SUITABLE;B1;adjective;;Details;
rude;;NOT POLITE;B1;adjective;;Details;
safe;;NOT HARMED;B1;adjective;;Details;
second-hand;;;B1;adjective;;Details;
self-service;;;B1;adjective;;Details;
separate;;NOT JOINED;B1;adjective;;Details;
silent;;QUIET;B1;adjective;;Details;
similar;;;B1;adjective;;Details;
simple;;NOT COMPLICATED;B1;adjective;;Details;
above;;;B1;adverb;;Details;
ahead;;IN FRONT;B1;adverb;;Details;
along;;FORWARD;B1;adverb;;Details;
aloud;;;B1;adverb;;Details;
already;;EARLY;B1;adverb;;Details;
altogether;;TOTAL;B1;adverb;;Details;
any;;;B1;adverb;;Details;
back;;BEHIND;B1;adverb;;Details;
backwards;;;B1;adverb;;Details;
best;;MOST SUITABLE;B1;adverb;;Details;
either;;;B1;adverb;;Details;
even;;EMPHASIS;B1;adverb;;Details;
face to face;;;B1;adverb;;Details;
first;;FIRST TIME;B1;adverb;;Details;
forever;;IN FUTURE;B1;adverb;;Details;
forward;;DIRECTION;B1;adverb;;Details;
furthest;;;B1;adverb;;Details;
half;;;B1;adverb;;Details;
home;;AT/IN PLACE;B1;adverb;;Details;
in;;AT A PLACE;B1;adverb;;Details;
loud;;;B1;adverb;;Details;
luckily;;;B1;adverb;;Details;
meanwhile;;;B1;adverb;;Details;
next;;AGAIN;B1;adverb;;Details;
next door;;;B1;adverb;;Details;
not;;QUESTIONS;B1;adverb;;Details;
nowadays;;;B1;adverb;;Details;
nowhere;;NOT ANYWHERE;B1;adverb;;Details;
off;;AWAY FROM;B1;adverb;;Details;
once;;PAST;B1;adverb;;Details;
only;;NOWHERE ELSE;B1;adverb;;Details;
otherwise;;WHAT WOULD HAPPEN;B1;adverb;;Details;
outdoors;;;B1;adverb;;Details;
over;;ACROSS;B1;adverb;;Details;
safely;;;B1;adverb;;Details;
crew;;SHIP/AIRCRAFT;B1;noun;;Details;
fortnight;;;B1;noun;;Details;
hurry;;;B1;noun;;Details;
mess;;DIRT/UNTIDINESS;B1;noun;;Details;
television;;SYSTEM;B1;noun;arts and media;Details;
unemployment;;;B1;noun;work;Details;
thriller;;;B1;noun;arts and media;Details;
speaker;;PERSON;B1;noun;communication;Details;
stranger;;;B1;noun;relationships;Details;
supporter;;SPORT;B1;noun;shopping;Details;
swimmer;;;B1;noun;shopping;Details;
traveller;;;B1;noun;travel;Details;
writing;;STYLE;B1;noun;communication;Details;
warning;;;B1;noun;communication;Details;
wedding;;;B1;noun;relationships;Details;
training;;SPORT;B1;noun;shopping;Details;
windsurfing;;;B1;noun;shopping;Details;
turning;;;B1;noun;travel;Details;
station;;BROADCASTING;B1;noun;arts and media;Details;
suggestion;;IDEA;B1;noun;communication;Details;
translation;;;B1;noun;communication;Details;
tourism;;;B1;noun;travel;Details;
tiger;;;B1;noun;animals;Details;
web;;SPIDER;B1;noun;animals;Details;
whale;;;B1;noun;animals;Details;
wing;;CREATURE;B1;noun;animals;Details;
statue;;;B1;noun;arts and media;Details;
trumpet;;;B1;noun;arts and media;Details;
star;;;B1;verb;arts and media;Details;
tablet;;;B1;noun;body and health;Details;
test;;MEDICAL;B1;noun;body and health;Details;
throat;;;B1;noun;body and health;Details;
thumb;;;B1;noun;body and health;Details;
tongue;;IN MOUTH;B1;noun;body and health;Details;
sweatshirt;;;B1;noun;clothes;Details;
top;;CLOTHES;B1;noun;clothes;Details;
tracksuit;;;B1;noun;clothes;Details;
underwear;;;B1;noun;clothes;Details;
underpants;;;B1;noun;clothes;Details;
take;;CLOTHES;B1;verb;clothes;Details;
subject;;THING TALKED ABOUT;B1;noun;communication;Details;
table;;INFORMATION;B1;noun;communication;Details;
talk;;CONVERSATION;B1;noun;communication;Details;
text;;PIECE OF WRITING;B1;noun;communication;Details;
tick;;;B1;noun;communication;Details;
tip;;ADVICE;B1;noun;communication;Details;
title;;BOOK/FILM, ETC.;B1;noun;communication;Details;
topic;;;B1;noun;communication;Details;
vowel;;;B1;noun;communication;Details;
speech;;ABILITY TO TALK;B1;noun;communication;Details;
welcome;;FRIENDLY TREATMENT;B1;noun;communication;Details;
suggest;;IDEA;B1;verb;communication;Details;
underline;;DRAW LINE;B1;verb;communication;Details;
warn;;;B1;verb;communication;Details;
translate;;LANGUAGE;B1;verb;communication;Details;
wonder;;POLITE REQUEST;B1;verb;communication;Details;
write;;CREATE;B1;verb;communication;Details;
stripe;;;B1;noun;describing things;Details;
yard;;;B1;noun;describing things;Details;
worst;;MOST UNPLEASANT/DIFFICULT;B1;noun;describing things;Details;
strawberry;;;B1;noun;food and drink;Details;
takeaway;;;B1;noun;food and drink;Details;
tin;;FOOD CONTAINER;B1;noun;food and drink;Details;
vegetarian;;;B1;noun;food and drink;Details;
spinach;;;B1;noun;food and drink;Details;
tea;;MEAL;B1;noun;food and drink;Details;
spice;;FOOD;B1;noun;food and drink;Details;
taste;;FLAVOUR;B1;noun;food and drink;Details;
tuna;;;B1;noun;food and drink;Details;
step;;STAIR;B1;noun;homes and buildings;Details;
study;;ROOM;B1;noun;homes and buildings;Details;
tap;;FOR WATER;B1;noun;homes and buildings;Details;
tower;;;B1;noun;homes and buildings;Details;
sum;;;B1;noun;money;Details;
tax;;;B1;noun;money;Details;
stream;;SMALL RIVER;B1;noun;natural world;Details;
valley;;;B1;noun;natural world;Details;
waterfall;;;B1;noun;natural world;Details;
wave;;WATER;B1;noun;natural world;Details;
weather forecast;;;B1;noun;natural world;Details;
space;;BEYOND EARTH;B1;noun;natural world;Details;
sunshine;;;B1;noun;natural world;Details;
thunder;;;B1;noun;natural world;Details;
stone;;ROCK;B1;noun;natural world;Details;
sunrise;;;B1;noun;natural world;Details;
sunset;;;B1;noun;natural world;Details;
support;;HELP;B1;noun;people: actions;Details;
work;;EFFORT;B1;noun;people: actions;Details;
succeed;;;B1;verb;people: actions;Details;
sunbathe;;;B1;verb;people: actions;Details;
turn;;MOVE YOUR BODY;B1;verb;people: actions;Details;
spoil;;MAKE BAD;B1;verb;people: actions;Details;
stop;;PREVENT;B1;verb;people: actions;Details;
strike;;HIT;B1;verb;people: actions;Details;
tie;;MAKE A KNOT;B1;verb;people: actions;Details;
transfer;;MOVE;B1;verb;people: actions;Details;
try;;TEST;B1;verb;people: actions;Details;
use;;REDUCE;B1;verb;people: actions;Details;
waste;;USE TOO MUCH;B1;verb;people: actions;Details;
wrap;;COVER;B1;verb;people: actions;Details;
spill;;;B1;verb;people: actions;Details;
start;;MAKE HAPPEN;B1;verb;people: actions;Details;
stick;;FIX;B1;verb;people: actions;Details;
tear;;BREAK;B1;verb;people: actions;Details;
wake;;;B1;verb;people: actions;Details;
thought;;IDEA;B1;noun;people: personality;Details;
worry;;PROBLEM;B1;noun;people: personality;Details;
stress;;WORRY;B1;noun;people: personality;Details;
talent;;;B1;noun;people: personality;Details;
surprise;;;B1;verb;people: personality;Details;
trust;;BELIEVE;B1;verb;people: personality;Details;
twin;;;B1;noun;relationships;Details;
stall;;;B1;noun;shopping;Details;
tournament;;;B1;noun;shopping;Details;
track;;RACE;B1;noun;shopping;Details;
squash;;;B1;noun;shopping;Details;
yoga;;;B1;noun;shopping;Details;
switch;;;B1;noun;technology;Details;
virus;;COMPUTER PROBLEM;B1;noun;technology;Details;
webcam;;;B1;noun;technology;Details;
window;;COMPUTER;B1;noun;technology;Details;
social networking;;;B1;noun;technology;Details;
volume;;SOUND;B1;noun;technology;Details;
technology;;;B1;noun;technology;Details;
souvenir;;;B1;noun;travel;Details;
stay;;;B1;noun;travel;Details;
tent;;;B1;noun;travel;Details;
timetable;;BUS/TRAIN;B1;noun;travel;Details;
traffic jam;;;B1;noun;travel;Details;
truck;;;B1;noun;travel;Details;
tunnel;;;B1;noun;travel;Details;
van;;;B1;noun;travel;Details;
vehicle;;TRANSPORT;B1;noun;travel;Details;
windscreen;;;B1;noun;travel;Details;
transport;;VEHICLES;B1;noun;travel;Details;
travel;;ACTIVITY;B1;noun;travel;Details;
union;;WORKERS;B1;noun;work;Details;
spider;;;B1;noun;animals;Details;
thief;;;B1;noun;crime;Details;
temple;;;B1;noun;homes and buildings;Details;
uncountable noun;;;B1;noun;;Details;
undress;;;B1;verb;;Details;
unpack;;;B1;verb;;Details;
trainer;;PERSON;B1;noun;;Details;
user;;;B1;noun;;Details;
writer;;;B1;noun;;Details;
teaching;;;B1;noun;;Details;
solution;;;B1;noun;;Details;
spot;;CIRCLE;B1;noun;;Details;
spy;;;B1;noun;;Details;
store;;;B1;noun;;Details;
studio;;TV/RADIO/MUSIC;B1;noun;;Details;
success;;GOOD THING;B1;noun;;Details;
system;;EQUIPMENT;B1;noun;;Details;
tense;;;B1;noun;;Details;
tissue;;;B1;noun;;Details;
total;;;B1;noun;;Details;
travel agent;;;B1;noun;;Details;
trend;;;B1;noun;;Details;
trick;;DECEIVE;B1;noun;;Details;
tube;;CONTAINER;B1;noun;;Details;
unit;;SINGLE THING;B1;noun;;Details;
vase;;;B1;noun;;Details;
vet;;;B1;noun;;Details;
video clip;;;B1;noun;;Details;
view;;OPINION;B1;noun;;Details;
visa;;;B1;noun;;Details;
visit;;;B1;noun;;Details;
voice;;SOUNDS;B1;noun;;Details;
vote;;SHOW CHOICE;B1;noun;;Details;
wardrobe;;FURNITURE;B1;noun;;Details;
way;;DIRECTION;B1;noun;;Details;
wheelchair;;;B1;noun;;Details;
workout;;;B1;noun;;Details;
zone;;;B1;noun;;Details;
southeast;;;B1;noun;;Details;
southwest;;;B1;noun;;Details;
stuff;;SUBSTANCE;B1;noun;;Details;
time;;AVAILABLE OR NEEDED;B1;noun;;Details;
toothpaste;;;B1;noun;;Details;
trade;;BUYING AND SELLING;B1;noun;;Details;
trouble;;PUNISHMENT;B1;noun;;Details;
value;;IMPORTANCE;B1;noun;;Details;
variety;;BEING DIFFERENT;B1;noun;;Details;
weight;;AMOUNT;B1;noun;;Details;
wildlife;;;B1;noun;;Details;
society;;PEOPLE;B1;noun;;Details;
speed;;RATE OF MOVEMENT;B1;noun;;Details;
style;;WAY;B1;noun;;Details;
technique;;;B1;noun;;Details;
turkey;;;B1;noun;;Details;
wage;;;B1;noun;;Details;
surf;;WAVES;B1;verb;;Details;
think;;USE BRAIN;B1;verb;;Details;
solve;;;B1;verb;;Details;
surround;;GO AROUND;B1;verb;;Details;
teach;;GET EXPERIENCE;B1;verb;;Details;
update;;ADD INFORMATION;B1;verb;;Details;
upload;;;B1;verb;;Details;
weigh;;HEAVINESS;B1;verb;;Details;
stir;;MIX;B1;verb;;Details;
tour;;;B1;verb;;Details;
train;;SPORT;B1;verb;;Details;
type;;;B1;verb;;Details;
understand;;KNOW FEELINGS;B1;verb;;Details;
win;;ELECTION;B1;verb;;Details;
soldier;;;B1;noun;;Details;
unwell;;;B1;adjective;body and health;Details;
uncomfortable;;NOT COMFORTABLE;B1;adjective;describing things;Details;
unbelievable;;SURPRISING;B1;adjective;people: personality;Details;
unexpected;;;B1;adjective;people: personality;Details;
uninterested;;;B1;adjective;people: personality;Details;
unemployed;;;B1;adjective;work;Details;
uninteresting;;;B1;adjective;people: personality;Details;
unhealthy;;;B1;adjective;body and health;Details;
unfit;;NOT HEALTHY;B1;adjective;body and health;Details;
unimportant;;;B1;adjective;describing things;Details;
unpleasant;;NOT PLEASANT;B1;adjective;describing things;Details;
unhappy;;NOT SATISFIED;B1;adjective;people: personality;Details;
unkind;;;B1;adjective;people: personality;Details;
valuable;;OBJECTS;B1;adjective;money;Details;
well-dressed;;;B1;adjective;people: appearance;Details;
stressed;;;B1;adjective;people: personality;Details;
talented;;;B1;adjective;people: personality;Details;
terrified;;;B1;adjective;people: personality;Details;
stressful;;;B1;adjective;people: personality;Details;
surprising;;;B1;adjective;people: personality;Details;
tiring;;;B1;adjective;people: personality;Details;
working;;JOB;B1;adjective;work;Details;
stylish;;;B1;adjective;clothes;Details;
useless;;NO HELP;B1;adjective;describing things;Details;
terribly;;VERY MUCH;B1;adverb;communication;Details;
totally;;;B1;adverb;communication;Details;
surprisingly;;;B1;adverb;people: personality;Details;
spicy;;;B1;adjective;food and drink;Details;
tasty;;;B1;adjective;food and drink;Details;
sore;;PAINFUL;B1;adjective;body and health;Details;
tight;;CLOTHES;B1;adjective;clothes;Details;
written;;;B1;adjective;communication;Details;
therefore;;;B1;adverb;communication;Details;
thank you;;;B1;noun;communication;Details;
strong;;DIFFICULT TO BREAK;B1;adjective;describing things;Details;
terrific;;VERY GOOD;B1;adjective;describing things;Details;
thick;;NOT THIN;B1;adjective;describing things;Details;
tiny;;;B1;adjective;describing things;Details;
through;;;B1;adverb;describing things;Details;
sour;;;B1;adjective;food and drink;Details;
still;;DRINK;B1;adjective;food and drink;Details;
upstairs;;;B1;adjective;homes and buildings;Details;
touch;;PUT HAND ON;B1;verb;people: actions;Details;
teenage;;;B1;adjective;people: appearance;Details;
weak;;BODY;B1;adjective;people: appearance;Details;
white;;PERSON;B1;adjective;people: appearance;Details;
youth;;YOUNG PEOPLE;B1;noun;people: appearance;Details;
strict;;PERSON;B1;adjective;people: personality;Details;
stupid;;;B1;adjective;people: personality;Details;
sweet;;KIND;B1;adjective;people: personality;Details;
sports;;;B1;adjective;shopping;Details;
team;;WORK GROUP;B1;noun;work;Details;
unforgettable;;;B1;adjective;;Details;
unlikely;;NOT LIKELY;B1;adjective;;Details;
unlucky;;;B1;adjective;;Details;
unfair;;NOT EQUAL;B1;adjective;;Details;
unfriendly;;;B1;adjective;;Details;
unknown;;NOT KNOWN;B1;adjective;;Details;
unnecessary;;;B1;adjective;;Details;
untidy;;;B1;adjective;;Details;
sociable;;;B1;adjective;;Details;
suitable;;;B1;adjective;;Details;
social;;GOING OUT;B1;adjective;;Details;
traditional;;;B1;adjective;;Details;
typical;;;B1;adjective;;Details;
usual;;NORMAL;B1;adjective;;Details;
successful;;ACHIEVEMENT;B1;adjective;;Details;
softly;;;B1;adverb;;Details;
specially;;;B1;adverb;;Details;
suddenly;;;B1;adverb;;Details;
typically;;USUALLY;B1;adverb;;Details;
urgently;;;B1;adverb;;Details;
sticky;;THAT CAN STICK;B1;adjective;;Details;
soft;;GENTLE;B1;adjective;;Details;
southern;;;B1;adjective;;Details;
spare;;EXTRA;B1;adjective;;Details;
special;;DIFFERENT;B1;adjective;;Details;
spectacular;;;B1;adjective;;Details;
steep;;SLOPE;B1;adjective;;Details;
strange;;NOT FAMILIAR;B1;adjective;;Details;
temporary;;;B1;adjective;;Details;
??????;;REAL;B1;adjective;;Details;
upper;;HIGH POSITION;B1;adjective;;Details;
up-to-date;;;B1;adjective;;Details;
urgent;;;B1;adjective;;Details;
warm;;FRIENDLY;B1;adjective;;Details;
western;;DIRECTION;B1;adjective;;Details;
wet;;NOT DRY YET;B1;adjective;;Details;
wrong;;PROBLEM;B1;adjective;;Details;
somehow;;WAY NOT KNOWN;B1;adverb;;Details;
straight;;IMMEDIATELY;B1;adverb;;Details;
together;;SAME TIME;B1;adverb;;Details;
up;;NOT IN BED;B1;adverb;;Details;
why;;TALK ABOUT REASON;B1;adverb;;Details;
worse;;COMPARATIVE;B1;adverb;;Details;
world;;GROUP;B1;noun;;Details;
regarding;;;B1;preposition;communication;Details;
may;;PERMISSION;B1;modal verb;communication;Details;
Cheers!;;GOODBYE;B1;exclamation;communication;Details;
damn;;;B1;exclamation;;Details;
could;;SUGGESTION;B1;modal verb;communication;Details;
according to;;OPINION;B1;preposition;communication;Details;
because of;;;B1;preposition;communication;Details;
despite;;;B1;preposition;communication;Details;
itself;;EMPHASIS;B1;pronoun;communication;Details;
double;;;B1;determiner;describing things;Details;
few;;NOT MANY;B1;determiner;describing things;Details;
among;;IN THE MIDDLE;B1;preposition;describing things;Details;
by;;NEAR;B1;preposition;describing things;Details;
of;;WHO/WHAT;B1;preposition;describing things;Details;
out of;;NO LONGER INSIDE;B1;preposition;describing things;Details;
none;;;B1;pronoun;describing things;Details;
plenty;;;B1;pronoun;describing things;Details;
for;;REPRESENTING;B1;preposition;work;Details;
do;;AVOID REPEATING;B1;auxiliary verb;;Details;
all;;ONLY THING;B1;determiner;;Details;
most;;MORE;B1;determiner;;Details;
other;;DIFFERENT;B1;determiner;;Details;
can;;SURPRISE;B1;modal verb;;Details;
might;;POSSIBLY TRUE;B1;modal verb;;Details;
must;;SUGGEST;B1;modal verb;;Details;
ought to;;BEST THING;B1;modal verb;;Details;
should;;BEST;B1;modal verb;;Details;
against;;OPPOSITE DIRECTION;B1;preposition;;Details;
at;;ABILITY;B1;preposition;;Details;
between;;SHARE;B1;preposition;;Details;
from;;COMPARING;B1;preposition;;Details;
instead of;;;B1;preposition;;Details;
into;;HIT;B1;preposition;;Details;
onto;;MOVEMENT;B1;preposition;;Details;
anybody;;ANY PERSON;B1;pronoun;;Details;
anyone;;ANY PERSON;B1;pronoun;;Details;
nothing;;NOT IMPORTANT;B1;pronoun;;Details;
via;;USING;B1;preposition;communication;Details;
which;;ADDING INFORMATION;B1;pronoun;communication;Details;
to;;POSITION;B1;preposition;describing things;Details;
underneath;;;B1;preposition;describing things;Details;
with;;WHAT;B1;preposition;describing things;Details;
within;;DISTANCE;B1;preposition;describing things;Details;
the;;YOUR;B1;determiner;;Details;
their;;TO AVOID HIS/HERS;B1;determiner;;Details;
what;;STRONG OPINION;B1;determiner;;Details;
whose;;ASKING WHO;B1;determiner;;Details;
your;;PEOPLE GENERALLY;B1;determiner;;Details;
would;;IF;B1;modal verb;;Details;
towards;;DIRECTION;B1;preposition;;Details;
that;;RELATIVE CLAUSE;B1;pronoun;;Details;
them;;TO AVOID HIM/HER;B1;pronoun;;Details;
they;;PERSON;B1;pronoun;;Details;
we;;ALL PEOPLE;B1;pronoun;;Details;
whatever;;ANYTHING;B1;pronoun;;Details;
who;;ADDING INFORMATION;B1;pronoun;;Details;
